0	520000
520000	1000000
1000000	1920000
1920000	2560000
2560000	3280000
3280000	3680000
3680000	4120000
4120000	4360000
4360000	6000000
6000000	7160000
7160000	8880000
8880000	10120000
10120000	10360000
10360000	11200000
11200000	12120000
12120000	13600000
13600000	15280000
15280000	15920000
15920000	16400000
16400000	18280000
18280000	18400000
18400000	19080000
19080000	19720000
19720000	20920000
20920000	22280000
22280000	23400000
23400000	24720000
24720000	24920000
24920000	25960000
25960000	27760000
27760000	27920000
27920000	28160000
28160000	29000000
29000000	29720000
29720000	30880000
30880000	32400000
32400000	34200000
34200000	34320000
34320000	34680000
34680000	35920000
35920000	36440000
36440000	38240000
38240000	38480000
38480000	38720000
38720000	39080000
39080000	40640000
40640000	42360000
42360000	43080000
43080000	43600000
43600000	45400000
45400000	46800000
46800000	48560000
48560000	49600000
49600000	50640000
50640000	51920000
51920000	53840000
53840000	55040000
55040000	55360000
55360000	56680000
56680000	57280000
57280000	58760000
58760000	59480000
59480000	60720000
60720000	62160000
62160000	63200000
63200000	63680000
63680000	65040000
65040000	66520000
66520000	67360000
67360000	69200000
69200000	70960000
70960000	71520000
71520000	72680000
72680000	73400000
73400000	73680000
73680000	74960000
74960000	75760000
75760000	76960000
76960000	78200000
78200000	79040000
79040000	80120000
80120000	81680000
81680000	82720000
82720000	84200000
84200000	85080000
85080000	86760000
86760000	88040000
88040000	89920000
89920000	90240000
90240000	91520000
91520000	92080000
92080000	94000000
94000000	94160000
94160000	95160000
95160000	96160000
96160000	97480000
97480000	98560000
98560000	99800000
99800000	101000000
101000000	102640000
102640000	103560000
103560000	104760000
104760000	105800000
105800000	106200000
106200000	107200000
107200000	108280000
108280000	108800000
108800000	109720000
109720000	110800000
110800000	111480000
111480000	111960000
111960000	113080000
113080000	113200000
113200000	113560000
113560000	114280000
114280000	116120000
116120000	116360000
116360000	118320000
118320000	120200000
120200000	121160000
121160000	123040000
123040000	124760000
124760000	125280000
125280000	126440000
126440000	128240000
128240000	129440000
129440000	130920000
130920000	132400000
132400000	133000000
133000000	133640000
133640000	135560000
135560000	137000000
137000000	137200000
137200000	138840000
138840000	140440000
140440000	142240000
142240000	143840000
143840000	144720000
144720000	146520000
146520000	147680000
147680000	148520000
148520000	148800000
148800000	149480000
149480000	150680000
150680000	152400000
152400000	154200000
154200000	154320000
154320000	155040000
155040000	156120000
156120000	157600000
157600000	157760000
157760000	159520000
159520000	159720000
159720000	160960000
160960000	161360000
161360000	161520000
161520000	162280000
162280000	162840000
162840000	164680000
164680000	165760000
165760000	166760000
166760000	168480000
168480000	169760000
169760000	170280000
170280000	170680000
170680000	171000000
171000000	172000000
172000000	173520000
173520000	173640000
173640000	175320000
175320000	176160000
